scheme,event_year,programme_key,tail_features,learner,n,severe_n,observed_mean,predicted_mean,rmse,mae,predictive_r2,bias,severe_observed,severe_predicted,severe_rmse,false_extreme_rate
leave_one_event_out,2022,ltmp,legacy_tail,Soft-gated tail,36,0,0.01585845519859899,0.032508833671822605,0.06352659844893506,0.03895390562192283,-1.7246896922893407,0.016650378473223617,,,,0
leave_one_event_out,2022,ltmp,none,INLA only,36,0,0.01585845519859899,0.02934931036209766,0.06197702945031433,0.0368510134125573,-1.5933871772562807,0.013490855163498672,,,,0
leave_one_event_out,2022,ltmp,wqc_threshold_tail,Conservative tail (0.5 gate),36,0,0.01585845519859899,0.030705169051762408,0.06252353068487533,0.03759768173302755,-1.639324776898162,0.014846713853163421,,,,0
leave_one_event_out,2022,ltmp,wqc_threshold_tail,Soft-gated tail,36,0,0.01585845519859899,0.032061027741427155,0.06315125677060215,0.03836138472431856,-1.6925875999920592,0.01620257254282817,,,,0
leave_one_event_out,2022,ltmp,wqc_threshold_track_disease_tail,Conservative tail (0.5 gate),36,0,0.01585845519859899,0.031012240113650554,0.06309019526878402,0.03795036864410447,-1.6873831443837606,0.015153784915051566,,,,0
leave_one_event_out,2022,ltmp,wqc_threshold_track_disease_tail,Soft-gated tail,36,0,0.01585845519859899,0.03267516986520345,0.06438369282571164,0.03906675854647241,-1.798708141097332,0.01681671466660446,,,,0
leave_one_event_out,2022,ltmp,wqc_threshold_track_tail,Conservative tail (0.5 gate),36,0,0.01585845519859899,0.031344036444948514,0.0632545366619315,0.03828290064331529,-1.701401915601764,0.015485581246349528,,,,0
leave_one_event_out,2022,ltmp,wqc_threshold_track_tail,Soft-gated tail,36,0,0.01585845519859899,0.033338762527799375,0.06477338250166483,0.039731822544894047,-1.8326896726009871,0.017480307329200383,,,,0
leave_one_event_out,2022,manta,legacy_tail,Conservative tail (0.5 gate),53,0,0.03579084242297705,0.04328206512497509,0.10750279094105084,0.06987832477896079,-0.7687012440044656,0.007491222701998039,,,,0
leave_one_event_out,2022,manta,legacy_tail,Soft-gated tail,53,0,0.03579084242297705,0.04510969692219096,0.1079619600517389,0.07097550287033719,-0.7838425696090172,0.00931885449921391,,,,0
leave_one_event_out,2022,manta,none,INLA only,53,0,0.03579084242297705,0.04145443332775922,0.10709357393294475,0.06878114668758441,-0.755261498673423,0.00566359090478217,,,,0
leave_one_event_out,2022,manta,wqc_threshold_tail,Conservative tail (0.5 gate),53,0,0.03579084242297705,0.042967030894142104,0.10751271646747593,0.06967336220297358,-0.7690278606663203,0.007176188471165048,,,,0
leave_one_event_out,2022,manta,wqc_threshold_tail,Soft-gated tail,53,0,0.03579084242297705,0.04447962846052498,0.1079664586288423,0.07056557771836276,-0.7839912316104154,0.00868878603754793,,,,0
leave_one_event_out,2022,manta,wqc_threshold_track_disease_tail,Conservative tail (0.5 gate),53,0,0.03579084242297705,0.043115403185144736,0.10789441694117963,0.06988975675270183,-0.7816112543094771,0.0073245607621676865,,,,0
leave_one_event_out,2022,manta,wqc_threshold_track_disease_tail,Soft-gated tail,53,0,0.03579084242297705,0.04477637304253026,0.1087621250105078,0.07099836681781926,-0.8103826179362257,0.008985530619553206,,,,0
leave_one_event_out,2022,manta,wqc_threshold_track_tail,Conservative tail (0.5 gate),53,0,0.03579084242297705,0.04436745747432219,0.10900538580839877,0.07094625440281499,-0.8184899920959308,0.008576615051345141,,,,0
leave_one_event_out,2022,manta,wqc_threshold_track_tail,Soft-gated tail,53,0,0.03579084242297705,0.04728048162088516,0.11126716487770391,0.07311136211804559,-0.8947374842830089,0.011489639197908113,,,,0
leave_one_event_out,2022,mmp,legacy_tail,Conservative tail (0.5 gate),4,0,0,0.028273747534518244,0.028623322578131688,0.028273747534518244,-Inf,0.028273747534518244,,,,0
leave_one_event_out,2022,mmp,legacy_tail,Soft-gated tail,4,0,0,0.034084902963454,0.0343263733518607,0.034084902963454,-Inf,0.034084902963454,,,,0
