scheme,tail_features,learner,programme_key,n,severe_n,observed_mean,predicted_mean,rmse,mae,predictive_r2,bias,severe_observed,severe_predicted,severe_rmse,false_extreme_rate
reef_blocked_5fold,wqc_threshold_track_tail,Soft-gated tail,manta,248,7,0.10298413264736025,0.11182727193845081,0.1206659816050231,0.0846951179195168,0.3869617377022698,0.00884313929109056,0.570184371369407,0.42834373510303936,0.21518809058112642,0.046948356807511735
reef_blocked_5fold,legacy_tail,Conservative tail (0.5 gate),mmp,90,13,0.18723893040686382,0.23334877914168123,0.1982503726164234,0.15216449797003456,0.26894440662397834,0.046109848734817396,0.6438488594127777,0.3791833572704922,0.33061798052584257,0.25
reef_blocked_5fold,legacy_tail,Soft-gated tail,mmp,90,13,0.18723893040686382,0.25969886457457675,0.2109043510960242,0.16070456502781788,0.17264202208733015,0.0724599341677129,0.6438488594127777,0.4051577749364547,0.3136500694790061,0.2647058823529412
reef_blocked_5fold,none,INLA only,mmp,90,13,0.18723893040686382,0.2069986937087857,0.19521806562772048,0.15030732909443895,0.2911368667451363,0.019759763301921893,0.6438488594127777,0.35320893960452965,0.35078563499493914,0.14705882352941177
reef_blocked_5fold,wqc_threshold_tail,Conservative tail (0.5 gate),mmp,90,13,0.18723893040686382,0.22902815343829078,0.19935169199010383,0.15317361080731584,0.26079953413317025,0.041789223031426966,0.6438488594127777,0.37797091557271384,0.33097874854601866,0.25
reef_blocked_5fold,wqc_threshold_tail,Soft-gated tail,mmp,90,13,0.18723893040686382,0.25105761316779585,0.21070611873594292,0.1585087585687874,0.17419658505719837,0.06381868276093204,0.6438488594127777,0.40273289154089803,0.3136606100166601,0.25
reef_blocked_5fold,wqc_threshold_track_disease_tail,Conservative tail (0.5 gate),mmp,90,13,0.18723893040686382,0.22448109581999315,0.19506385270681975,0.1505080716471016,0.29225636023875734,0.037242165413129316,0.6438488594127777,0.3799240676155108,0.32924126807614534,0.22058823529411764
reef_blocked_5fold,wqc_threshold_track_disease_tail,Soft-gated tail,mmp,90,13,0.18723893040686382,0.24196349793120056,0.1995282210758149,0.1517735609914638,0.2594898070197934,0.054724567524336735,0.6438488594127777,0.4066391956264919,0.31175036708472426,0.25
reef_blocked_5fold,wqc_threshold_track_tail,Conservative tail (0.5 gate),mmp,90,13,0.18723893040686382,0.22564072326074658,0.19480443215449322,0.15014482334286886,0.29413760224224994,0.03840179285388275,0.6438488594127777,0.3783955502526732,0.3301394745139457,0.25
reef_blocked_5fold,wqc_threshold_track_tail,Soft-gated tail,mmp,90,13,0.18723893040686382,0.24428275281270742,0.19938947454172884,0.15201191824460392,0.2605193105130539,0.05704382240584361,0.6438488594127777,0.40358216090081667,0.31254345660108224,0.25
