ereefs_lat_index,ereefs_lon_index,year,lon,lat,n_reef_features,salinity_min,freshwater_exposure_30,freshwater_exposure_28,days_below_30,days_below_28,salinity_complete_q1,salinity_forcing_warning,k490_q90,coastal_distance_km,coastal_rain_december,coastal_rain_q1,coastal_rain_max_7day,coastal_rain_max_30day,reef_rain_q1,reef_wind_mean,reef_wind_calm3,flood30,flood28,log_kd,log_coastal_rain30,log_coastal_rain7,log_reef_rain
150,350,2022,152.668788,-24.196022,1,35.0951042175293,0,0,0,0,TRUE,TRUE,0.0676799997687339,75.17026098466853,121.526123046875,405.6412048339844,159.21616744995117,274.29247093200684,380.8447265625,7.265683174133301,0.03333333333333333,FALSE,FALSE,-2.6929645671012215,5.617834063180346,5.076523949953817,5.9450140510059555
150,350,2024,152.668788,-24.196022,1,35.52577209472656,0,0,0,0,FALSE,FALSE,0.0382599990814924,75.17026098466853,53.32493591308594,309.346923828125,72.69525527954102,158.43939781188965,289.3023376464844,7.679964542388916,0.02197802197802198,FALSE,FALSE,-3.2633503389770246,5.071663899002585,4.299938418283549,5.670922923517916
150,352,2016,152.728788,-24.196022,1,34.05503845214844,0,0,0,0,TRUE,FALSE,0.0415000014007091,75.17026098466853,43.71166229248047,415.2003173828125,199.6939182281494,291.19157791137695,425.2102661132813,7.487194061279297,0,FALSE,FALSE,-3.1820618179934583,5.677409675873751,5.301780952543698,6.054932806923176
150,352,2017,152.728788,-24.196022,1,35.29978942871094,0,0,0,0,TRUE,FALSE,0.0589199997484684,75.17026098466853,43.7979736328125,277.83941650390625,91.08781623840332,170.92299270629883,380.6978454589844,6.792050361633301,0.03333333333333333,FALSE,FALSE,-2.8315746916567437,5.147046659734507,4.522742646110849,5.9446293151426
150,352,2020,152.728788,-24.196022,1,35.09526443481445,0,0,0,0,TRUE,FALSE,0.0824400022625923,75.17026098466853,27.15265655517578,297.9632568359375,68.06707572937012,177.8349895477295,255.35952758789065,6.597523212432861,0.03296703296703297,FALSE,FALSE,-2.4956844955145576,5.186463534577258,4.23507814442222,5.546580863865919
150,352,2022,152.728788,-24.196022,1,35.10762405395508,0,0,0,0,TRUE,TRUE,0.0843000002205371,75.17026098466853,121.526123046875,405.6412048339844,159.21616744995117,274.29247093200684,380.8447265625,7.265683174133301,0.03333333333333333,FALSE,FALSE,-2.473373411358229,5.617834063180346,5.076523949953817,5.9450140510059555
150,352,2024,152.728788,-24.196022,1,35.49977493286133,0,0,0,0,FALSE,FALSE,0.0382399998605251,75.17026098466853,53.32493591308594,309.346923828125,72.69525527954102,158.43939781188965,289.3023376464844,7.679964542388916,0.02197802197802198,FALSE,FALSE,-3.2638731944462926,5.071663899002585,4.299938418283549,5.670922923517916
153,352,2016,152.728788,-24.106022,1,34.50800704956055,0,0,0,0,TRUE,FALSE,0.1648999974131584,94.19516247472576,54.635765075683594,380.2244873046875,126.03139686584473,194.41318321228027,323.4031066894531,7.433742046356201,0,FALSE,FALSE,-1.8024160651039194,5.275116205154123,4.8444342753210075,5.781986898919979
153,352,2017,152.728788,-24.106022,1,35.25987243652344,0,0,0,0,TRUE,FALSE,0.13967999815940851,94.19516247472576,66.55967712402344,448.5466613769531,150.94709014892578,256.8073329925537,378.8577270507813,6.785419940948486,0.05555555555555555,FALSE,FALSE,-1.9684012000680464,5.55221253460231,5.02353236912301,5.939796780116374
153,352,2020,152.728788,-24.106022,1,34.92950439453125,0,0,0,0,TRUE,FALSE,0.1121999986469745,94.19516247472576,28.060436248779297,408.5480041503906,107.09595680236816,231.94396495819092,244.40670776367188,6.545314311981201,0.02197802197802198,FALSE,FALSE,-2.187472297952592,5.450797930900773,4.683019321562403,5.502916865903537
153,352,2022,152.728788,-24.106022,1,35.103458404541016,0,0,0,0,TRUE,TRUE,0.1579200029373169,94.19516247472576,124.81438446044922,256.06072998046875,93.48285102844238,157.5733413696289,301.19610595703125,7.214206218719482,0.03333333333333333,FALSE,FALSE,-1.8456666846969347,5.066217207869666,4.548418347433422,5.711076164107145
