Method,ReefName,Reef_Name,ReefID,SECTOR,Region,reef_zone,depth,report_year,DHWYear,Date,Prev.HC,mean,Change,Abs.Change,Rel.Change,Mort.prop,MaxDHW.mean,DISTURBANCE_TYPE,storm_name,description,Pre_Cover_Pct,Post_Cover_Pct,Net_Change_Pct,Growth_Adj_Loss_Pct,Mortality_Pct,MaxDHW
Benthic Photo (LTMP),Fitzroy Island Reef (No 1) (16-054a),FITZROY ISLAND,16-054a,CA,Central,West(LTMP),9,1999,1998,1999-02-08,0.3294203012047809,0.3056587527527294,-0.023761548452051473,-0.023337283674320773,-0.07071989084171858,0.07071989084171858,1.015,b,NA,1-5% bleaching on 9 transects.  SCUBA search,32.9,30.6,-2.4,-2.3,7.1,1.01
Manta Tow (LTMP),Chicken Reef (18-086),CHICKEN REEF,18-086,TO,Central,_,9,2017,2017,2017-05-13,0.14989959559018423,0.16880667711976172,0.018907081529577485,-0.012732393970995425,-0.06975160931253434,0.06975160931253434,5.43,NA,NA,NA,15,16.9,1.9,-1.3,7,5.43
Manta Tow (LTMP),Arlington Reef (16-064),ARLINGTON REEF,16-064,CA,Central,_,9,2017,2016,2016-09-19,0.15541956021217848,0.1565020120603447,0.001082451848166216,-0.01182143964263589,-0.06981572560529015,0.06981572560529015,4.026666667,m,NA,Aerial bl 2 2016,15.5,15.7,0.1,-1.2,7,4.03
Benthic Photo (LTMP),Davies Reef (18-096),DAVIES REEF,18-096,TO,Central,_,9,2023,2023,2023-05-05,0.3952343711522683,0.3628169523067178,-0.032417418845550494,-0.027092545118048598,-0.06930643869368452,0.06930643869368452,1.26,b,NA,"79% bleached on scuba in 2022, DHW 5",39.5,36.3,-3.2,-2.7,6.9,1.26
Benthic Photo (LTMP),Slate Reef (19-159),SLATE REEF,19-159,WH,Southern,_,9,2025,2024,2025-03-24,0.40042831189585437,0.37493680558818493,-0.025491506307669443,-0.0275767124688027,-0.0683414835805032,0.0683414835805032,8.61,NA,NA,NA,40,37.5,-2.5,-2.8,6.8,8.61
Manta Tow (LTMP),Hayman Island Reef (20-014),HAYMAN ISLAND,20-014,WH,Southern,_,9,2003,2002,2002-11-24,0.21755624347207667,0.2406136934476252,0.02305744997554854,-0.01771876419208695,-0.0683245142291577,0.0683245142291577,2.103333333,b,NA,DHW,21.8,24.1,2.3,-1.8,6.8,2.1
Benthic Photo (MMP),North Keppel (Ko-no-mie) Island Reef (No 2) (23-004b),NORTH KEPPEL ISLAND,23-004b,CB,Southern,_,5,2023,2023,2023-05-20,0.2483243824361398,0.26841942818408787,0.02009504574794807,-0.019671665937703725,-0.0680465996279229,0.0680465996279229,0.145,NA,NA,NA,24.8,26.8,2,-2,6.8,0.14
Manta Tow (LTMP),Taylor Reef (17-064),TAYLOR REEF,17-064,IN,Central,_,9,2024,2023,2024-02-06,0.1807494445042074,0.17051530949802596,-0.01023413500618145,-0.012260031819831003,-0.0667120612151448,0.0667120612151448,0.49,NA,NA,NA,18.1,17.1,-1,-1.2,6.7,0.49
Benthic Photo (LTMP),U/N Reef (11-162),REEF 11-162,11-162,CG,Northern,_,9,2021,2020,2020-12-06,0.14626404721710973,0.1674577798358942,0.02119373261878446,-0.011862408533075838,-0.06578524923012533,0.06578524923012533,10.14666667,NA,NA,NA,14.6,16.7,2.1,-1.2,6.6,10.15
Manta Tow (LTMP),Mast Head Reef (23-069),MASTHEAD ISLAND,23-069,CB,Southern,_,9,2021,2020,2020-08-24,0.3687693833880568,0.2965709665356687,-0.07219841685238809,-0.020896385137450874,-0.06561547055818547,0.06561547055818547,8.865,b,NA,DHW2020 8.9,36.9,29.7,-7.2,-2.1,6.6,8.87
Manta Tow (LTMP),Kelso Reef (18-030),KELSO REEF,18-030,TO,Central,_,9,2021,2020,2021-04-05,0.26561502022147016,0.22888451942847396,-0.036730500792996196,-0.016256840364269023,-0.06604676425757003,0.06604676425757003,5.5,NA,NA,NA,26.6,22.9,-3.7,-1.6,6.6,5.5
Manta Tow (LTMP),Feather Reef (17-034),FEATHER REEF,17-034,IN,Central,_,9,2017,2016,2016-12-21,0.2126643633997911,0.21829571306814705,0.005631349668355934,-0.015464602692251514,-0.06587400703632985,0.06587400703632985,2.3,NA,NA,NA,21.3,21.8,0.6,-1.5,6.6,2.3
Manta Tow (LTMP),Erskine Reef (23-068),ERSKINE ISLAND,23-068,CB,Southern,_,9,2025,2024,2024-11-10,0.4084517150032933,0.3812714850801322,-0.027180229923161103,-0.02664709201204199,-0.06516478708678348,0.06516478708678348,11.155,b,NA,Aerial bl 4 2024 DHW 11.17,40.8,38.1,-2.7,-2.7,6.5,11.15
Benthic Photo (MMP),Normanby-Mabel Reef (17-012),FRANKLAND ISLANDS,17-012,IN,Central,East,2,2017,2017,2017-08-06,0.33144199224306853,0.3112663863273508,-0.02017560591571771,-0.0216450074745338,-0.064822608261688,0.064822608261688,10.66,m,NA,NA,33.1,31.1,-2,-2.2,6.5,10.66
Benthic Photo (MMP),Snapper Reef (16-006),SNAPPER ISLAND,16-006,CA,Central,South,2,2021,2021,2021-06-16,0.35678887772334933,0.36047380073693036,0.003684923013581032,-0.025249383376431137,-0.06529058617036443,0.06529058617036443,1.095,NA,NA,NA,35.7,36,0.4,-2.5,6.5,1.09
Benthic Photo (MMP),Daydream Reef (No 1) (20-035a),DAYDREAM ISLAND,20-035a,WH,Southern,_,2,2025,2025,2025-06-04,0.028584680449361424,0.051996940129378055,0.02341225968001663,-0.0036933357181895624,-0.06514936932253489,0.06514936932253489,NA,NA,NA,NA,2.9,5.2,2.3,-0.4,6.5,NA
Benthic Photo (MMP),Shute Reef (20-048),SHUTE ISLAND AND TANCRED ISLAND,20-048,WH,Southern,_,5,2025,2025,2025-07-10,0.2452137203125372,0.2633637023183481,0.018149982005810916,-0.01825187099940282,-0.06458197184654732,0.06458197184654732,NA,NA,NA,NA,24.5,26.3,1.8,-1.8,6.5,NA
Benthic Photo (MMP),Tobias Spit (17-009a),HIGH ISLAND,17-009a,IN,Central,East,5,2024,2024,2024-06-15,0.36068740498006996,0.33300513019556033,-0.02768227478450963,-0.022759981189179216,-0.06379542299088375,0.06379542299088375,6.32,m,NA,clear depth limit to level of mortality,36.1,33.3,-2.8,-2.3,6.4,6.32
Benthic Photo (MMP),Stingaree Reefs (17-053),DUNK ISLAND,17-053,IN,Central,North,2,2024,2024,2024-06-04,0.4806596238854858,0.44005306631645896,-0.04060655756902681,-0.030356097006950244,-0.06439437195692463,0.06439437195692463,3.976666667,b,NA,partial bleaching at time of surveys,48.1,44,-4.1,-3,6.4,3.98
Manta Tow (LTMP),U/N Reef (21-550),REEF 21-550,21-550,SW,Southern,_,9,2018,2017,2017-10-24,0.3385367352993209,0.3858256686423445,0.04728893334302364,-0.02624441930896984,-0.06353502728588539,0.06353502728588539,3.0475,NA,NA,NA,33.9,38.6,4.7,-2.6,6.4,3.05
Benthic Photo (LTMP),U/N Reef (21-591),REEF 21-591,21-591,PO,Southern,_,9,2024,2023,2024-03-19,0.19259009149403097,0.19995291484269695,0.0073628233486659755,-0.013778935220193241,-0.06416810182633688,0.06416810182633688,1.14,b,NA,DHW 8.13 13% bl,19.3,20,0.7,-1.4,6.4,1.14
Benthic Photo (LTMP),U/N Reef (19-131a),REEF 19-131,19-131a,WH,Southern,_,9,1999,1998,1999-03-09,0.34752326903100333,0.34721891955894596,-3.043494720573747e-4,-0.02386269550562776,-0.06413296045677092,0.06413296045677092,0.646666667,b,NA,Bleaching,34.8,34.7,-0,-2.4,6.4,0.65
Benthic Photo (MMP),Dent Reef (No 1) (20-058a),DENT ISLAND,20-058a,WH,Southern,_,5,2023,2023,2023-06-27,0.2607160168252435,0.27591806105767913,0.015202044232435652,-0.019021341167831107,-0.06427444613589021,0.06427444613589021,0.145,NA,NA,NA,26.1,27.6,1.5,-1.9,6.4,0.14
Benthic Photo (LTMP),U/N Reef (19-138),REEF 19-138,19-138,WH,Southern,_,9,1999,1998,1999-03-08,0.1680068168525753,0.19297306312482146,0.024966246272246168,-0.01315219607242809,-0.063498754924444,0.063498754924444,1.22,NA,NA,NA,16.8,19.3,2.5,-1.3,6.3,1.22
Benthic Photo (MMP),Lady Elliot Reef (18-050),LADY ELLIOT REEF,18-050,TO,Central,_,2,2018,2018,2018-06-13,0.17588330967373952,0.22947891837055498,0.053595608696815455,-0.015595665942683065,-0.06337780062174453,0.06337780062174453,0,NA,NA,NA,17.6,22.9,5.4,-1.6,6.3,0
Benthic Photo (LTMP),Turner Reef (21-562),TURNER CAY,21-562,SW,Southern,_,9,2024,2024,2024-05-02,0.08887790813431366,0.12528128336068736,0.0364033752263737,-0.008158025683893379,-0.06068184775621048,0.06068184775621048,8.96,b,NA,NA,8.9,12.5,3.6,-0.8,6.1,8.96
Benthic Photo (LTMP),MacGillivray Reef (14-114),MACGILLIVRAY REEF,14-114,CL,Northern,_,9,2025,2024,2024-09-26,0.16676184000596264,0.1824243300338397,0.015662490027877063,-0.011717219222305217,-0.06004471762661404,0.06004471762661404,5.98,b,NA,DHW 6.03,16.7,18.2,1.6,-1.2,6,5.98
Benthic Photo (LTMP),Snake Reef (14-087),SNAKE REEF,14-087,CL,Northern,_,9,2023,2022,2022-09-09,0.21698047006081578,0.2135346842720574,-0.003445785788758371,-0.013467405393025024,-0.059067026152293645,0.059067026152293645,3.63,NA,NA,NA,21.7,21.4,-0.3,-1.3,5.9,3.63
Manta Tow (LTMP),Dip Reef (18-039),DIP REEF,18-039,TO,Central,_,9,2003,2002,2003-03-18,0.17833363063653218,0.19813597776707526,0.019802347130543074,-0.012444258812991549,-0.058815790237016566,0.058815790237016566,2.955,NA,NA,NA,17.8,19.8,2,-1.2,5.9,2.96
Benthic Photo (MMP),Snapper Reef (16-006),SNAPPER ISLAND,16-006,CA,Central,North,5,2021,2021,2021-06-15,0.21294456749403312,0.23490374859640983,0.021959181102376713,-0.014686476862269225,-0.058607540798477575,0.058607540798477575,1.095,NA,NA,NA,21.3,23.5,2.2,-1.5,5.9,1.09
Benthic Photo (MMP),Havannah Reef (18-065),HAVANNAH ISLAND,18-065,TO,Central,South,2,2024,2024,2024-06-01,0.2898412964040436,0.29295548563088103,0.003114189226837427,-0.017937110926075018,-0.05751053767895207,0.05751053767895207,6.92,NA,NA,NA,29,29.3,0.3,-1.8,5.8,6.92
Benthic Photo (LTMP),U/N Reef (19-131a),REEF 19-131,19-131a,WH,Southern,_,9,2023,2022,2023-01-30,0.4569332932822629,0.43353725981687835,-0.023396033465384547,-0.026704302077519143,-0.05789656501864236,0.05789656501864236,4.84,b,NA,Bleaching Feb Mar 2022,45.7,43.4,-2.3,-2.7,5.8,4.84
Benthic Photo (LTMP),U/N Reef (19-131a),REEF 19-131,19-131a,WH,Southern,_,9,2021,2020,2021-02-10,0.4139151847972261,0.4098636816806612,-0.004051503116564936,-0.02552091535345179,-0.05848262181320019,0.05848262181320019,2.586666667,NA,NA,NA,41.4,41,-0.4,-2.6,5.8,2.59
Manta Tow (LTMP),U/N Reef (20-353),REEF 20-353,20-353,PO,Southern,_,9,2025,2024,2025-01-15,0.5957874377747552,0.483725731601618,-0.11206170617313715,-0.029297523354771246,-0.05699649397624414,0.05699649397624414,8.51,b,NA,DHW 8.51,59.6,48.4,-11.2,-2.9,5.7,8.51
Manta Tow (LTMP),Bowden Reef (19-019),BOWDEN REEF,19-019,CU,Southern,_,9,2023,2022,2023-03-19,0.2715744325933211,0.28031113387851603,0.008736701285194937,-0.01686985736305863,-0.056575898057134456,0.056575898057134456,5.46,NA,NA,NA,27.2,28,0.9,-1.7,5.7,5.46
Manta Tow (LTMP),Kelso Reef (18-030),KELSO REEF,18-030,TO,Central,_,9,2024,2023,2024-02-08,0.34672740544512537,0.2793191849642483,-0.06740822048087708,-0.01690103811789275,-0.05686368828685628,0.05686368828685628,1.6275,m,Kirrily,DHW max 7.03 bleaching at time of survey DHW 5,34.7,27.9,-6.7,-1.7,5.7,1.63
Benthic Photo (MMP),Snapper Reef (16-006),SNAPPER ISLAND,16-006,CA,Central,North,5,2024,2024,2024-06-04,0.3378998441589269,0.3477803556880326,0.00988051152910574,-0.020646572206978228,-0.05588810844034053,0.05588810844034053,6.9,m,Jasper,NA,33.8,34.8,1,-2.1,5.6,6.9
Manta Tow (LTMP),Lady Musgrave Reef (23-082a),LADY MUSGRAVE ISLAND,23-082a,CB,Southern,_,9,2003,2002,2002-09-18,0.5686414068338037,0.54172359264662,-0.026917814187183753,-0.03200715177393346,-0.055690690092111285,0.055690690092111285,6.033333333,NA,NA,NA,56.9,54.2,-2.7,-3.2,5.6,6.03
Benthic Photo (MMP),Jessie-Kent Reef (17-043a),NORTH BARNARD ISLANDS,17-043a,IN,Central,_,2,2021,2021,2021-06-08,0.4778558488742677,0.4151214768776169,-0.06273437199665077,-0.0248693697240387,-0.05639429914631097,0.05639429914631097,0.79,NA,NA,NA,47.8,41.5,-6.3,-2.5,5.6,0.79
Manta Tow (LTMP),Hyde Reef (19-207),HYDE REEF,19-207,WH,Southern,_,9,2025,2024,2025-01-21,0.44223878365323005,0.4164272899503213,-0.02581149370290875,-0.024151706846899202,-0.05469396647501787,0.05469396647501787,9.893333333,NA,NA,NA,44.2,41.6,-2.6,-2.4,5.5,9.89
Benthic Photo (LTMP),Rebe Reef (19-209),REBE REEF,19-209,WH,Southern,_,9,2023,2022,2023-02-01,0.368710670183207,0.34370121589495445,-0.025009454288252575,-0.019780945553235757,-0.05427136810932116,0.05427136810932116,5.8075,b,NA,Aerial bl 4,36.9,34.4,-2.5,-2,5.4,5.81
Benthic Photo (LTMP),John Brewer Reef (18-075),JOHN BREWER REEF,18-075,TO,Central,_,9,2021,2020,2021-03-25,0.0903045785350731,0.12624871747766514,0.03594413894259205,-0.007232864243826555,-0.05378330735881478,0.05378330735881478,4.22,NA,NA,NA,9,12.6,3.6,-0.7,5.4,4.22
Benthic Photo (LTMP),Hayman Island Reef (20-014),HAYMAN ISLAND,20-014,WH,Southern,_,9,2003,2002,2002-11-24,0.4524667997695788,0.4284867913309508,-0.02398000843862802,-0.024165596564245308,-0.05326897247552481,0.05326897247552481,2.103333333,b,NA,DHW,45.2,42.8,-2.4,-2.4,5.3,2.1
Benthic Photo (LTMP),Pompey Reef (No 2) (20-351b),POMPEY REEF NO.2,20-351b,PO,Southern,_,9,2024,2023,2024-03-21,0.22800664244556326,0.23601995395034991,0.008013311504786652,-0.013154155091942225,-0.052580001752773324,0.052580001752773324,0.81,b,NA,DHW 8.63 peak bleaching,22.8,23.6,0.8,-1.3,5.3,0.81
Benthic Photo (LTMP),McSweeney Reef (11-016),MCSWEENEY REEF,11-016,CG,Northern,_,9,2021,2020,2020-12-13,0.08378462598709333,0.10885354666969514,0.025068920682601817,-0.006016766885187173,-0.051926733436665075,0.051926733436665075,9.99,NA,NA,NA,8.4,10.9,2.5,-0.6,5.2,9.99
Benthic Photo (LTMP),Pompey Reef (No 1) (20-351a),POMPEY REEF NO.1,20-351a,PO,Southern,_,9,2024,2023,2024-03-23,0.2534652087699229,0.2705389010800665,0.017073692310143607,-0.014797054319354082,-0.051677248491944106,0.051677248491944106,0.813333333,b,NA,DHW 8.65 peak bleaching,25.3,27.1,1.7,-1.5,5.2,0.81
Benthic Photo (MMP),Tobias Spit (17-009a),HIGH ISLAND,17-009a,IN,Central,East,2,2023,2023,2023-08-18,0.38656248513151364,0.3552809499113012,-0.03128153522021243,-0.019598324617770186,-0.052139944779675276,0.052139944779675276,0.3,m,NA,"possible storm from gale-force winds, jumbled corals",38.7,35.5,-3.1,-2,5.2,0.3
Benthic Photo (MMP),Fitzroy Island Reef (No 1) (16-054a),FITZROY ISLAND,16-054a,CA,Central,East,2,2018,2018,2018-06-03,0.26571021110021353,0.27426827628471007,0.008558065184496533,-0.014958486840206266,-0.051540687285851684,0.051540687285851684,0.16,b,NA,NA,26.6,27.4,0.9,-1.5,5.2,0.16
Manta Tow (LTMP),East Cay Reef (21-305),EAST CAY,21-305,SW,Southern,_,9,2017,2016,2017-01-24,0.3060918340269151,0.3237029370129119,0.01761110298599683,-0.017751688339548717,-0.051836614328915405,0.051836614328915405,0,NA,NA,NA,30.6,32.4,1.8,-1.8,5.2,0
Benthic Photo (LTMP),Mast Head Reef (23-069),MASTHEAD ISLAND,23-069,CB,Southern,_,9,2025,2024,2024-11-12,0.4000561441690104,0.3192660575734749,-0.08079008659553549,-0.017054515391108804,-0.05055877630357105,0.05055877630357105,11.05,b,NA,decline in hc,40,31.9,-8.1,-1.7,5.1,11.05
Benthic Photo (MMP),Daydream Reef (No 1) (20-035a),DAYDREAM ISLAND,20-035a,WH,Southern,_,5,2024,2024,2024-07-19,0.0619788555082298,0.09473073391177349,0.03275187840354369,-0.005093757405525673,-0.05052103252864814,0.05052103252864814,8.5,NA,NA,NA,6.2,9.5,3.3,-0.5,5.1,8.5
Manta Tow (LTMP),Hardy Reef (19-135),HARDY REEF,19-135,WH,Southern,_,9,2023,2022,2023-01-28,0.35239193833274607,0.3512567517465581,-0.0011351865861879418,-0.018479928211541364,-0.04984650618770702,0.04984650618770702,5.53,NA,NA,NA,35.2,35.1,-0.1,-1.8,5,5.53
Benthic Photo (MMP),Snapper Reef (16-006),SNAPPER ISLAND,16-006,CA,Central,South,5,2017,2017,2017-09-05,0.4145597650008706,0.41615159787341005,0.0015918328725394448,-0.0216187635786885,-0.04927124864847705,0.04927124864847705,11.6775,b,NA,NA,41.5,41.6,0.2,-2.2,4.9,11.68
Manta Tow (LTMP),McSweeney Reef (11-016),MCSWEENEY REEF,11-016,CG,Northern,_,9,2023,2022,2022-11-24,0.10779837527143737,0.13351880144784073,0.025720426176403355,-0.006987239633752182,-0.04937767730865506,0.04937767730865506,6.765,NA,NA,NA,10.8,13.4,2.6,-0.7,4.9,6.76
Benthic Photo (LTMP),Corbett Reef (14-016),CORBETT REEF,14-016,PB,Unknown,_,9,2024,2023,2023-11-22,0.21619809240431415,0.21731972604234384,0.0011216336380296954,-0.011182981214508215,-0.048727012191592936,0.048727012191592936,2.25125,NA,NA,NA,21.6,21.7,0.1,-1.1,4.9,2.25
Benthic Photo (MMP),Double Cone Reef (20-024),DOUBLE CONE ISLAND,20-024,WH,Southern,_,2,2025,2025,2025-07-09,0.02259407516482427,0.044450252712620826,0.021856177547796556,-0.002189627286851202,-0.045962065539952426,0.045962065539952426,NA,NA,NA,NA,2.3,4.4,2.2,-0.2,4.6,NA
Benthic Photo (MMP),Fitzroy Island Reef (No 1) (16-054a),FITZROY ISLAND,16-054a,CA,Central,West,5,2024,2024,2024-06-16,0.3867415894390473,0.3558196985098748,-0.03092189092917247,-0.016506128882422165,-0.04421373414670625,0.04421373414670625,7.74,b,NA,partial bleaching during bleaching surveys Feb24,38.7,35.6,-3.1,-1.7,4.4,7.74
Benthic Photo (LTMP),U/N Reef (11-049),REEF 11-049,11-049,CG,Northern,_,9,2023,2022,2022-12-05,0.19528219082275924,0.21591165879027513,0.020629467967515885,-0.010015098433367457,-0.04413361630817868,0.04413361630817868,5.77,NA,NA,NA,19.5,21.6,2.1,-1,4.4,5.77
Benthic Photo (MMP),Dent Reef (No 1) (20-058a),DENT ISLAND,20-058a,WH,Southern,_,5,2024,2024,2024-07-17,0.27591806105767913,0.29465893323351483,0.0187408721758357,-0.013158208851582302,-0.04260841468430029,0.04260841468430029,8.755,NA,NA,NA,27.6,29.5,1.9,-1.3,4.3,8.76
Benthic Photo (LTMP),Low Islands Reef (16-028),LOW ISLES,16-028,CA,Central,_,9,2023,2022,2023-03-01,0.351152015296988,0.3487961132973414,-0.0023559019996465813,-0.015884853201194492,-0.043439103088396845,0.043439103088396845,4.33,NA,NA,NA,35.1,34.9,-0.2,-1.6,4.3,4.33
Manta Tow (LTMP),Thetford Reef (16-068),THETFORD REEF,16-068,CA,Central,_,9,1999,1998,1999-02-07,0.2771728215703468,0.2739035066768993,-0.003269314893447506,-0.012285959730436486,-0.04277998035279842,0.04277998035279842,0.1,NA,NA,NA,27.7,27.4,-0.3,-1.2,4.3,0.1
Manta Tow (LTMP),Hyde Reef (19-207),HYDE REEF,19-207,WH,Southern,_,9,2017,2016,2017-02-20,0.135095618089769,0.24509803509563846,0.11000241700586946,-0.010766064486027724,-0.041913465149709686,0.041913465149709686,2.756666667,NA,NA,NA,13.5,24.5,11,-1.1,4.2,2.76
Manta Tow (LTMP),Chicken Reef (18-086),CHICKEN REEF,18-086,TO,Central,_,9,2023,2023,2023-05-07,0.3468469414063891,0.3286041433038313,-0.0182427981025578,-0.014306777287707803,-0.04160024131568615,0.04160024131568615,0.846666667,b,NA,"51% bleaching on scuba in 2022, DHW 5",34.7,32.9,-1.8,-1.4,4.2,0.85
Manta Tow (LTMP),Carter Reef (14-137),CARTER REEF,14-137,CL,Northern,_,9,2023,2022,2022-10-24,0.27333834081647773,0.2894906925732877,0.016152351756809957,-0.012521519157290738,-0.04132348028410213,0.04132348028410213,4.64,NA,NA,NA,27.3,28.9,1.6,-1.3,4.1,4.64
Benthic Photo (LTMP),Chicken Reef (18-086),CHICKEN REEF,18-086,TO,Central,_,9,2024,2023,2024-02-09,0.48222970643224033,0.4221760679717542,-0.060053638460486114,-0.01805468936236105,-0.04091892748240443,0.04091892748240443,0.846666667,m,Kirrily,NA,48.2,42.2,-6,-1.8,4.1,0.85
Manta Tow (LTMP),Lagoon Reef (12-061),LAGOON REEF,12-061,CG,Northern,_,9,2021,2020,2020-12-09,0.38998293966808467,0.3782787944084808,-0.011704145259603893,-0.015350066854130307,-0.03889747649226142,0.03889747649226142,4.646666667,NA,NA,NA,39,37.8,-1.2,-1.5,3.9,4.65
Manta Tow (LTMP),Lizard Island Reef (North West) (14-116a),LIZARD ISLES,14-116a,CL,Northern,_,9,1999,1998,1998-10-18,0.07907881758964938,0.10581803693628163,0.026739219346632245,-0.004140449781961375,-0.03731530506968091,0.03731530506968091,1.1675,NA,NA,NA,7.9,10.6,2.7,-0.4,3.7,1.17
Manta Tow (LTMP),Hardy Reef (19-135),HARDY REEF,19-135,WH,Southern,_,9,1999,1999,1999-05-31,0.2409880859573371,0.2624097277490244,0.02142164179168729,-0.009902682732299814,-0.03623210052869691,0.03623210052869691,0.16,NA,NA,NA,24.1,26.2,2.1,-1,3.6,0.16
Benthic Photo (MMP),North Keppel (Ko-no-mie) Island Reef (No 2) (23-004b),NORTH KEPPEL ISLAND,23-004b,CB,Southern,_,2,2017,2017,2017-05-15,0.28250146521153524,0.342586275465311,0.06008481025377577,-0.012339223054644882,-0.03466799402109442,0.03466799402109442,4.445,NA,NA,NA,28.3,34.3,6,-1.2,3.5,4.44
Manta Tow (LTMP),Green Island Reef (16-049),GREEN ISLAND,16-049,CA,Central,_,9,2023,2022,2023-03-03,0.16394949444706505,0.17582358021674122,0.011874085769676163,-0.006480213375245684,-0.03535231458258792,0.03535231458258792,4.28,NA,NA,NA,16.4,17.6,1.2,-0.6,3.5,4.28
Benthic Photo (MMP),Richards (Bedarra) Reef (18-001),BEDARRA ISLAND,18-001,IN,Central,_,2,2021,2021,2021-06-08,0.09075551192133327,0.12107490068132049,0.030319388759987215,-0.004384384373351612,-0.034670323902717876,0.034670323902717876,1.58,NA,NA,NA,9.1,12.1,3,-0.4,3.5,1.58
Benthic Photo (MMP),Tobias Spit (17-009a),HIGH ISLAND,17-009a,IN,Central,West,2,2017,2017,2017-06-25,0.5721893668549218,0.4870906338198634,-0.08509873303505844,-0.0170431946978844,-0.0337399590676703,0.0337399590676703,11.03,m,NA,NA,57.2,48.7,-8.5,-1.7,3.4,11.03
Manta Tow (LTMP),U/N Reef (21-245),REEF 21-245,21-245,SW,Southern,_,9,2024,2024,2024-05-05,0.42713993183629156,0.39864326854235227,-0.028496663293939295,-0.013591980991131965,-0.032891630146451516,0.032891630146451516,6.355,b,NA,DHW 6.56 0.03 COTS per tow,42.7,39.9,-2.8,-1.4,3.3,6.36
Benthic Photo (LTMP),Lagoon Reef (12-061),LAGOON REEF,12-061,CG,Northern,_,9,2024,2023,2023-12-02,0.3215283040256892,0.32829276929333295,0.006764465267643738,-0.011402202779786555,-0.03346748180756665,0.03346748180756665,1.793333333,NA,NA,NA,32.2,32.8,0.7,-1.1,3.3,1.79
Manta Tow (LTMP),No Name Reef (14-139),NO NAME REEF,14-139,CL,Northern,_,9,2025,2024,2024-09-24,0.2124716767376835,0.2434920168887576,0.031020340151074105,-0.008169241621558812,-0.03233278291149355,0.03233278291149355,7.905,b,NA,DHW 7.98 aerial bl 1,21.2,24.3,3.1,-0.8,3.2,7.9
Benthic Photo (LTMP),Feather Reef (17-034),FEATHER REEF,17-034,IN,Central,_,9,2024,2023,2023-09-10,0.3421818114578344,0.32859426121616114,-0.01358755024167324,-0.010523388929369033,-0.03094043759524466,0.03094043759524466,0.93,NA,NA,NA,34.2,32.9,-1.4,-1.1,3.1,0.93
Benthic Photo (LTMP),Horseshoe Reef (No 1) (22-104a),HORSESHOE REEF,22-104a,SW,Southern,_,9,2017,2016,2017-01-22,0.49334200841516773,0.49755520501754247,0.004213196602374736,-0.01599709081264932,-0.031089339105637857,0.031089339105637857,0.43,NA,NA,NA,49.3,49.8,0.4,-1.6,3.1,0.43
Manta Tow (LTMP),Linnet Reef (14-126),LINNET REEF,14-126,CL,Northern,_,9,2003,2002,2002-08-02,0.2830801564712335,0.28097921967027883,-0.002100936800954689,-0.008674916969289553,-0.02984618443620178,0.02984618443620178,2.935,NA,NA,NA,28.3,28.1,-0.2,-0.9,3,2.94
Benthic Photo (MMP),Havannah Reef (18-065),HAVANNAH ISLAND,18-065,TO,Central,South,2,2023,2022,2023-04-30,0.27437408589903456,0.2898412964040436,0.015467210505009044,-0.00829708902434325,-0.02773662434682612,0.02773662434682612,7.62,b,NA,NA,27.4,29,1.5,-0.8,2.8,7.62
Benthic Photo (MMP),Havannah Reef (18-065),HAVANNAH ISLAND,18-065,TO,Central,South,5,2024,2024,2024-06-01,0.3493907363963273,0.348397625979395,-9.931104169322857e-4,-0.01019121483774656,-0.028341298952958907,0.028341298952958907,6.92,NA,NA,NA,34.9,34.8,-0.1,-1,2.8,6.92
Benthic Photo (LTMP),Davies Reef (18-096),DAVIES REEF,18-096,TO,Central,_,9,2017,2017,2017-05-08,0.2560552114639824,0.29378132722690076,0.037726115762918344,-0.008375148179241829,-0.027626486183485066,0.027626486183485066,4.61,NA,NA,NA,25.6,29.4,3.8,-0.8,2.8,4.61
Benthic Photo (LTMP),Erskine Reef (23-068),ERSKINE ISLAND,23-068,CB,Southern,_,9,2023,2022,2022-08-28,0.3722891432714571,0.36866430156275704,-0.0036248417087000884,-0.01013842587729809,-0.026693925937902208,0.026693925937902208,0.295,NA,NA,NA,37.2,36.9,-0.4,-1,2.7,0.3
Manta Tow (LTMP),Davies Reef (18-096),DAVIES REEF,18-096,TO,Central,_,9,2017,2017,2017-05-12,0.20878491468435276,0.2622024273317084,0.05341751264735564,-0.007106255074154709,-0.02628940739493084,0.02628940739493084,4.61,NA,NA,NA,20.9,26.2,5.3,-0.7,2.6,4.61
Benthic Photo (MMP),Magnetic Island Reef (No 2) (19-009c),GEOFFREY BAY,19-009c,TO,Central,_,5,2025,2025,2025-05-20,0.22389189234197865,0.22415752884091916,2.6563649894051355e-4,-0.006071970265378855,-0.02625949668553112,0.02625949668553112,NA,NA,NA,NA,22.4,22.4,0,-0.6,2.6,NA
Benthic Photo (MMP),Tobias Spit (17-009a),HIGH ISLAND,17-009a,IN,Central,West,2,2023,2023,2023-08-17,0.5282902601409621,0.4636944779061943,-0.06459578223476786,-0.0109400714883515,-0.023001002560216775,0.023001002560216775,0.3,m,NA,"possible storm from gale-force winds, jumbled corals",52.8,46.4,-6.5,-1.1,2.3,0.3
