"ReefName","ReefID","Dataset","report_year","DHWYear","Era","Sector","depth","DISTURBANCE_TYPE","storm_name","description","tooltip","Pre_Cover_Pct","Post_Cover_Pct","Net_Change_Pct","Rel_Change_Pct","Growth_Adj_Mortality_Pct","Absolute_Loss_Pct","MaxDHW","prop_acropora","secc3m","winyear_mean","histmDHW6","mcur_90","winyear_sd","cloudp_90","yrsince6","In_Stage1_Zarr_Val_N262","In_MultiDecadal_Expansion_N465","In_Temporal_Era_Models","In_2024_Train_Pre2024","In_2024_Test_2024","In_Confirmed_Bleaching_Strict_N305"
"Carter Reef (14-137)","14-137","LTMP Benthic",2017,2016,"2016/2017","CL",9,"m",NA,"0+ survey severe bleaching in sector 2016 summer, also severe storm damage.  Cyclone Nathan March 2015, 2015/16 summer bleaching",NA,0.252904229745263,0.086078839769242,-0.166825389976021,-0.72119386017374,0.72119386017374,0.166825389976021,11.32,0.021373196961855,15.719178,26.809397260274,0,0.36778542,1.58759891711866,0.602914880997738,35,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"Penrith Reef (21-025)","21-025","LTMP Benthic",2018,2017,"2016/2017","PO",9,"m",NA,"Aerial bl 4 2017",NA,0.300122560992294,0.0800055742314458,-0.220116986760848,-0.719282748180449,0.719282748180449,0.220116986760848,4.87,0.00637435387734721,14.271323,26.1627049180328,7.78,0.38674095,2.02710419726955,0.608859278063416,30,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"North Keppel (Ko-no-mie) Island Reef (No 2) (23-004b)","23-004b","MMP Inshore",2025,2024,"2024","CB",2,"b",NA,"further decline as a result of bleaching in 2024",NA,0.177970193211671,0.0623314498320567,-0.115638743379614,-0.712396962697785,0.712396962697785,0.115638743379614,12.41,0.917519937405468,9.361234,24.3857808219178,9.4,0.17823905,2.6844766855476,0.523071389372804,4,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Pompey Reef (No 1) (20-351a)","20-351a","LTMP Benthic",2018,2017,"2016/2017","PO",9,"b",NA,"Aerial bl 2 2017 events.",NA,0.254403282191462,0.0914737989515536,-0.162929483239909,-0.706586678539972,0.706586678539972,0.162929483239909,4.24,0.0620996139312293,12.836647,26.1611202185792,6.74,0.4859707,1.85635361531965,0.608108275552203,15,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"Linnet Reef (14-126)","14-126","Manta Tow",2025,2024,"2024","CL",9,"b",NA,"DHW 6.73",NA,0.427847535118322,0.122057589329795,-0.305789945788527,-0.703152679040935,0.703152679040935,0.305789945788527,6.73,0.251912197222891,8.160001,26.8375890410959,10.06,0.16937019,1.95435311678452,0.791953813069954,7,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"One Tree Island Reef (23-055a)","23-055a","LTMP Benthic",2025,2024,"2024","CB",9,"m",NA,"DHW 11",NA,0.646571092320319,0.190336986960833,-0.456234105359487,-0.697403844995136,0.697403844995136,0.456234105359487,11.53,0.836828926436965,10.011779,24.9310410958904,0,0.3684808,1.95674695404049,0.544227432186875,35,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"Peart Reef (17-024)","17-024","LTMP Benthic",2018,2017,"2016/2017","IN",9,"m",NA,"0+ bleaching, COTS, disease and Drupella on transects, COTS removal.  AO in 2018, Large decline HCC, COTS removal-6178",NA,0.414237715359819,0.112092184541864,-0.302145530817955,-0.694947611069334,0.694947611069334,0.302145530817955,9.52,0.21932286883265,15.837752,27.2882240437158,0,0.21658978,1.74472549834021,0.694444544273938,35,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"Broomfield Reef (23-048)","23-048","LTMP Benthic",2025,2024,"2024","CB",9,"m",NA,"Aerial bl 5 2024   DHW 11.6",NA,0.575080807904571,0.179195788311571,-0.395885019593,-0.68451435212084,0.68451435212084,0.395885019593,11.6,0.854697543316267,9.244155,24.866301369863,6.9,0.40363052,1.99782738627255,0.553300458022731,4,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Gannett Cay Reef (21-556)","21-556","LTMP Benthic",2021,2020,"2020/2022","SW",9,"m",NA,"DHW2020 6.8.",NA,0.233305195075539,0.10128261590745,-0.132022579168089,-0.683940956110471,0.683940956110471,0.132022579168089,6.8,0.0457370336924751,15.317524,25.0445205479452,0,0.40688828,1.88681600405006,0.520502799624994,35,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"Humpy (Bur-ye-Bur-ye) Reef (23-016)","23-016","MMP Inshore",2025,2024,"2024","CB",2,"b",NA,"further decline as a result of bleaching in 2024",NA,0.229973531857205,0.0792274317956705,-0.150746100061535,-0.674033820168235,0.674033820168235,0.150746100061535,12.47,0.190298039840824,11.073316,24.3245753424658,9.74,0.20210946,2.71409969390093,0.54044065406757,4,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Daydream Reef (No 1) (20-035a)","20-035a","MMP Inshore",2018,2018,NA,"WH",2,NA,NA,NA,NA,0.00601426890492239,0.00502224328110381,-0.000992025623818578,-0.668940809950033,0.668940809950033,0.000992025623818578,0,0,14.271323,26.4075342465753,6.9,0.29067624,1.87977863770658,0.630236691885792,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"North Direction Reef (14-143)","14-143","LTMP Benthic",2017,2016,"2016/2017","CL",9,"m","Nathan","Cyclone Nathan",NA,0.0885090029186131,0.0471856978389811,-0.041323305079632,-0.658932306111906,0.658932306111906,0.041323305079632,8.94,0.0179269371282043,28.239206,26.6676712328767,0,0.27340287,1.6825838907604,0.632058045884344,35,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"Opal Reef (16-025)","16-025","LTMP Benthic",2017,2016,"2016/2017","CA",9,"b",NA,"bleaching mortality- HC and particularly SC, COTS removal-2188.  2015/16 summer bleaching, COTS removal-2188",NA,0.20039619151906,0.083756293321675,-0.116639898197385,-0.654021502041399,0.654021502041399,0.116639898197385,5.82,0.466564096080352,17.630083,26.7155342465753,0,0.27344412,1.79733792556942,0.601093318539496,35,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"Hastings Reef (16-057)","16-057","LTMP Benthic",2018,2017,"2016/2017","CA",9,"b",NA,"bleaching mortality- HC, COTS removal.  2016/17 summer bleaching, COTS removal 886",NA,0.258085351231821,0.0935136518817516,-0.164571699350069,-0.651652070058219,0.651652070058219,0.164571699350069,10.25,0.056680615931384,14.459426,27.5288797814208,0,0.22725509,1.52878254422096,0.740740089266183,35,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"Forrester Reef (15-009)","15-009","Manta Tow",2025,2024,"2024","CL",9,"m","Jasper","Jasper",NA,0.402266937715663,0.12895462233059,-0.273312315385073,-0.647971657853581,0.647971657853581,0.273312315385073,4.09,0.35,9.692132,26.8981917808219,7.63,0.2550222,1.86315890731442,0.776532957314962,7,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
