"ReefName","ReefID","Dataset","report_year","DHWYear","Era","Sector","depth","DISTURBANCE_TYPE","storm_name","description","tooltip","Pre_Cover_Pct","Post_Cover_Pct","Net_Change_Pct","Rel_Change_Pct","Growth_Adj_Mortality_Pct","Absolute_Loss_Pct","MaxDHW","prop_acropora","secc3m","winyear_mean","histmDHW6","mcur_90","winyear_sd","cloudp_90","yrsince6","In_Stage1_Zarr_Val_N262","In_MultiDecadal_Expansion_N465","In_Temporal_Era_Models","In_2024_Train_Pre2024","In_2024_Test_2024","In_Confirmed_Bleaching_Strict_N305"
"Rodda Reef (13-127)","13-127","Manta Tow",2025,2024,"2024","PB",9,"b",NA,"DHW 7.23",NA,40.1,34.3,-5.8,-11.4,11.4,5.8,7.23,59.4,8.72,27.3,6.99,0.18,1.57,0.8,2,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Round-Russell Reef (17-013)","17-013","MMP Inshore",2017,2017,"2016/2017","IN",2,"m",NA,"cots and bleaching",NA,44,37.7,-6.3,-11,11,6.3,10.66,34.4,17.48,27.15,0,0.27,1.94,0.74,35,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"Rebe Reef (19-209)","19-209","Manta Tow",2024,2024,"2024","WH",9,"b",NA,"DHW 9.3 to 11.1",NA,61.6,46.6,-15,-10.7,10.7,15,11.14,64,11.93,26.46,6.85,0.55,1.56,0.62,2,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Round-Russell Reef (17-013)","17-013","MMP Inshore",2017,2017,"2016/2017","IN",5,"m",NA,"cots and bleaching",NA,65.6,53.4,-12.2,-10.1,10.1,12.2,10.66,34.4,17.48,27.15,0,0.27,1.94,0.74,35,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"U/N Reef (20-354)","20-354","Manta Tow",2025,2024,"2024","PO",9,"b",NA,"DHW 8.25",NA,48.8,41.7,-7.1,-10.1,10.1,7.1,8.24,52.5,20.19,25.88,6.45,0.35,1.84,0.56,37,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Barren Island Reef (22-009)","22-009","MMP Inshore",2024,2024,"2024","CB",5,"b",NA,"bleaching still evident at time of surveys",NA,70.4,62.1,-8.3,-9.3,9.3,8.3,11.06,93.3,9.56,24.88,10,0.62,2.62,0.57,4,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Slate Reef (19-159)","19-159","LTMP Benthic",2024,2024,"2024","WH",9,"b",NA,NA,NA,46.1,40,-6.1,-9.3,9.3,6.1,8.61,65.9,10.91,26.41,6.48,0.65,1.6,0.62,37,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Sand Bank No 1 Reef (14-045)","14-045","Manta Tow",2025,2024,"2024","CL",9,"b",NA,"DHW 8.19",NA,44.9,37.6,-7.3,-9.3,9.3,7.3,7.16,35.9,9.51,27.25,11.67,0.32,1.61,0.77,7,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Little Kelso Reef (18-031)","18-031","Manta Tow",2018,2017,"2016/2017","TO",9,"m",NA,"COTS and Bleaching",NA,37.3,24.3,-12.9,-7.5,7.5,12.9,7.19,61.6,16.31,27.08,0,0.29,1.69,0.62,35,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"Pandora Reef (18-051)","18-051","LTMP Benthic",1999,1999,NA,"TO",9,"b",NA,"up to 10% bleaching on 4 transects.  SCUBA search",NA,50.5,44,-6.5,-7.3,7.3,6.5,0.49,9.2,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Mast Head Reef (23-069)","23-069","Manta Tow",2021,2020,"2020/2022","CB",9,"b",NA,"DHW2020 8.9",NA,36.9,29.7,-7.2,-6.6,6.6,7.2,8.87,51.7,14.97,24.27,7.88,0.35,2.2,0.55,14,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"U/N Reef (20-353)","20-353","Manta Tow",2025,2024,"2024","PO",9,"b",NA,"DHW 8.51",NA,59.6,48.4,-11.2,-5.7,5.7,11.2,8.51,53,20.57,25.87,6.76,0.34,1.86,0.56,37,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Kelso Reef (18-030)","18-030","Manta Tow",2024,2023,NA,"TO",9,"m","Kirrily","DHW max 7.03 bleaching at time of survey DHW 5",NA,34.7,27.9,-6.7,-5.7,5.7,6.7,1.63,35,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Mast Head Reef (23-069)","23-069","LTMP Benthic",2025,2024,"2024","CB",9,"b",NA,"decline in hc",NA,40,31.9,-8.1,-5.1,5.1,8.1,11.08,79.7,15.27,24.55,8.87,0.34,2.2,0.54,4,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Slate Reef (19-159)","19-159","Manta Tow",2024,2024,"2024","WH",9,"b",NA,"DHW 8.61",NA,61.9,52.8,-9.1,-1.6,1.6,9.1,8.61,65.9,10.91,26.41,6.48,0.65,1.6,0.62,37,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Kelso Reef (18-030)","18-030","Manta Tow",2023,2022,"2020/2022","TO",9,"b",NA,"DHW  5.2 in 2022 max bl obs 35% avg 5%",NA,39.7,34.7,-5.1,6.2,0,5.1,5.24,38,21.47,26.75,7.64,0.29,1.81,0.58,5,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
