programme_key,source_observation_id,ReefID,ReefName,event_year,ann_maxdhw,observed_mortality,Standard two-part BRT,Conservative tail ensemble,standard_absolute_error,conservative_absolute_error,error_reduction
mmp,4151714,20-061,Pine Island Reef (20-061),2024,9.17,0,0.0082406723194997,0.00984953272942486,0.0082406723194997,0.00984953272942486,-0.00160886040992516
manta,4066791,18-086,Chicken Reef (18-086),2020,6.86,0,0.07445377707824334,0.07607498456218811,0.07445377707824334,0.07607498456218811,-0.0016212074839447727
manta,4067855,18-083,Fork Reef (18-083),2017,5.33,0,0.12515370043010404,0.12677732968065927,0.12515370043010404,0.12677732968065927,-0.0016236292505552308
manta,4284429,23-055a,One Tree Island Reef (23-055a),2020,5.34,0,0.03208541518325975,0.03371663928117904,0.03208541518325975,0.03371663928117904,-0.0016312240979192913
mmp,4151734,20-061,Pine Island Reef (20-061),2024,9.17,0,0.01239379481358165,0.01403027431072965,0.01239379481358165,0.01403027431072965,-0.0016364794971479996
mmp,4167123,17-053,Stingaree Reefs (17-053),2017,7.390000000000001,0.05936106493632762,0.08754830596874015,0.08918487025278996,0.028187241032412533,0.029823805316462337,-0.0016365642840498046
manta,3988791,14-137,Carter Reef (14-137),2020,7.72,0,3.3844193825085687e-4,0.00197893913108848,3.3844193825085687e-4,0.00197893913108848,-0.001640497192837623
manta,4206198,16-015,Mackay Reef (16-015),2016,2.75,0,0.00433217527527457,0.0059727428418395,0.00433217527527457,0.0059727428418395,-0.0016405675665649294
ltmp,4235331,18-075,John Brewer Reef (18-075),2022,5.07,0,0.02546542628631754,0.02713749174717939,0.02546542628631754,0.02713749174717939,-0.0016720654608618525
ltmp,3754967,17-034,Feather Reef (17-034),2022,4.65,0,0.00795043568382325,0.00963664861696326,0.00795043568382325,0.00963664861696326,-0.0016862129331400091
manta,4284465,23-079,Boult Reef (23-079),2020,3.69,0,0.02368238307665657,0.02538676488623225,0.02368238307665657,0.02538676488623225,-0.0017043818095756787
ltmp,4231590,19-138,U/N Reef (19-138),2024,5.78,0,0.039619089161641,0.04134049545109353,0.039619089161641,0.04134049545109353,-0.0017214062894525262
ltmp,4174491,16-015,Mackay Reef (16-015),2016,2.75,0,0.00247269482987009,0.00419744977369321,0.00247269482987009,0.00419744977369321,-0.0017247549438231201
manta,4067118,19-159,Slate Reef (19-159),2022,5.63,0,0.06674532544378016,0.06847199829452542,0.06674532544378016,0.06847199829452542,-0.0017266728507452644
manta,4206248,16-057,Hastings Reef (16-057),2022,4.74,0,0.02309310686359004,0.02487136495725109,0.02309310686359004,0.02487136495725109,-0.0017782580936610524
ltmp,4185537,23-055a,One Tree Island Reef (23-055a),2020,5.34,0,0.0295013299389229,0.03128502028427578,0.0295013299389229,0.03128502028427578,-0.0017836903453528792
manta,4285302,12-056,Mantis Reef (12-056),2020,6.93,0,0.01660860480756866,0.01841118696790344,0.01660860480756866,0.01841118696790344,-0.0018025821603347807
manta,4067315,20-014,Hayman Island Reef (20-014),2024,5.8500000000000005,0,0.00199644338680203,0.00380308950062238,0.00199644338680203,0.00380308950062238,-0.0018066461138203497
ltmp,4178611,16-068,Thetford Reef (16-068),2022,4.6000000000000005,0,0.00302599394034731,0.00486428025027023,0.00302599394034731,0.00486428025027023,-0.0018382863099229204
manta,4067479,17-024,Peart Reef (17-024),2022,4.48,0,0.00218588734514921,0.00402477559025314,0.00218588734514921,0.00402477559025314,-0.00183888824510393
manta,4285460,12-098,Second Small Reef (12-098),2022,8.46,0,0.00680992778453523,0.00866411374880043,0.00680992778453523,0.00866411374880043,-0.001854185964265201
mmp,4164883,17-009a,Tobias Spit (17-009a),2024,6.32,0.07674865937178825,0.2396489435039108,0.24152795690616732,0.16290028413212254,0.1647792975343791,-0.0018790134022565463
manta,4206353,16-028,Low Islands Reef (16-028),2020,5.54,0,0.0069279961240637,0.00882053560002986,0.0069279961240637,0.00882053560002986,-0.00189253947596616
manta,4285229,13-124,U/N Reef (13-124),2020,6.23,0,0.00400944130573701,0.00591837640308091,0.00400944130573701,0.00591837640308091,-0.0019089350973439
ltmp,4231591,19-138,U/N Reef (19-138),2024,5.78,0,0.03059715838990799,0.03254137236100963,0.03059715838990799,0.03254137236100963,-0.0019442139711016403
ltmp,4230870,18-039,Dip Reef (18-039),2024,7.32,0,0.00831869445692198,0.01027479103144219,0.00831869445692198,0.01027479103144219,-0.00195609657452021
ltmp,3753785,17-024,Peart Reef (17-024),2024,5.4,0.09176739690951512,0.09743299376839085,0.09939152696283854,0.005665596858875729,0.007624130053323422,-0.0019585331944476925
manta,4067678,19-131a,U/N Reef (19-131a),2020,3.0700000000000003,0,0.00116426777772913,0.00312843315779442,0.00116426777772913,0.00312843315779442,-0.0019641653800652895
manta,3989171,21-529,U/N Reef (21-529),2020,3.98,0,0.01137474237171205,0.01334286151866995,0.01137474237171205,0.01334286151866995,-0.0019681191469579
ltmp,4236107,18-034,Myrmidon Reef (18-034),2022,6.3,0,0.05779644563228694,0.05976779865434888,0.05779644563228694,0.05976779865434888,-0.0019713530220619377
manta,1273190,13-118a,Creech Reef (North) (13-118a),2022,7.94,0,0.00484699904491484,0.00683110023004582,0.00484699904491484,0.00683110023004582,-0.0019841011851309794
ltmp,4237695,18-086,Chicken Reef (18-086),2020,6.86,0,0.07661173152151857,0.07859859166386238,0.07661173152151857,0.07859859166386238,-0.0019868601423438104
manta,4066794,18-086,Chicken Reef (18-086),2017,5.89,0,0.1254932591329039,0.12748801844468322,0.1254932591329039,0.12748801844468322,-0.0019947593117793094
ltmp,4240770,11-162,U/N Reef (11-162),2020,10.15,0,5.541093325260098e-4,0.00257523788997839,5.541093325260098e-4,0.00257523788997839,-0.0020211285574523803
ltmp,4234583,18-096,Davies Reef (18-096),2020,5.17,0,0.09166658437516528,0.09374970164653967,0.09166658437516528,0.09374970164653967,-0.0020831172713743906
ltmp,4242164,13-124,U/N Reef (13-124),2020,6.23,0,0.00493004424041761,0.0070238621593201,0.00493004424041761,0.0070238621593201,-0.00209381791890249
manta,4066467,20-348,U/N Reef (20-348),2022,2.22,0.01041718510192454,0.01072386289273608,0.0128291329799501,3.066777908115395e-4,0.0024119478780255596,-0.00210527008721402
manta,4206461,14-138,Yonge Reef (14-138),2022,4.65,0,0.01094315023918702,0.0130610951498475,0.01094315023918702,0.0130610951498475,-0.002117944910660481
manta,4066150,18-030,Kelso Reef (18-030),2024,6.72,0,0.05058507053798519,0.05272448526895144,0.05058507053798519,0.05272448526895144,-0.002139414730966252
mmp,4156671,20-035a,Daydream Reef (No 1) (20-035a),2024,8.78,0,0.00778723713956901,0.00998304983091562,0.00778723713956901,0.00998304983091562,-0.0021958126913466103
manta,4068159,18-096,Davies Reef (18-096),2020,5.17,0,0.09493476241090212,0.09713142263102834,0.09493476241090212,0.09713142263102834,-0.002196660220126212
mmp,4164890,17-009a,Tobias Spit (17-009a),2017,11.03,0.05606078321823164,0.3855206320731918,0.3877292586154793,0.32945984885496016,0.33166847539724764,-0.002208626542287484
ltmp,3810820,18-083,Fork Reef (18-083),2017,5.33,0,0.09419004289362848,0.09642512332026902,0.09419004289362848,0.09642512332026902,-0.0022350804266405427
ltmp,4236106,18-034,Myrmidon Reef (18-034),2024,8.73,0.10658121074123428,0.1271311542271503,0.12937493213298384,0.020549943485916017,0.022793721391749566,-0.0022437779058335494
manta,4066787,18-086,Chicken Reef (18-086),2024,6.640000000000001,0,0.07765756054959051,0.07991465674611793,0.07765756054959051,0.07991465674611793,-0.0022570961965274194
ltmp,4241525,11-049,U/N Reef (11-049),2022,5.8100000000000005,0,0.00163897730426455,0.00389699019032305,0.00163897730426455,0.00389699019032305,-0.0022580128860585002
ltmp,4225908,18-065,Havannah Reef (18-065),2024,6.92,0,0.02199276218284134,0.02425389084757934,0.02199276218284134,0.02425389084757934,-0.002261128664738002
mmp,4167098,17-053,Stingaree Reefs (17-053),2024,4.15,0.08448089989497658,0.4701918140312773,0.4724552146395257,0.3857109141363007,0.38797431474454913,-0.0022634006082484226
manta,4067533,21-591,U/N Reef (21-591),2022,4.39,0,0.00484072142409648,0.00718243748205063,0.00484072142409648,0.00718243748205063,-0.00234171605795415
mmp,4164900,17-009a,Tobias Spit (17-009a),2024,6.32,0,0.07918166771244305,0.08152571110619819,0.07918166771244305,0.08152571110619819,-0.0023440433937551436
manta,4284502,23-081,Fairfax Islands Reef (23-081),2020,4.55,0,0.00183249398556252,0.00419329848450163,0.00183249398556252,0.00419329848450163,-0.00236080449893911
manta,4068097,18-075,John Brewer Reef (18-075),2022,5.07,0,0.04985492618809111,0.05225174606556852,0.04985492618809111,0.05225174606556852,-0.0023968198774774047
ltmp,4241952,12-061,Lagoon Reef (12-061),2022,7.71,0,0.00901436730665778,0.01141226536360536,0.00901436730665778,0.01141226536360536,-0.002397898056947581
manta,4285500,12-061,Lagoon Reef (12-061),2022,7.71,0,0.01488422115472629,0.0172945074178946,0.01488422115472629,0.0172945074178946,-0.002410286263168311
ltmp,4175970,14-138,Yonge Reef (14-138),2022,4.65,0,0.0054867142680472,0.00791031288670477,0.0054867142680472,0.00791031288670477,-0.0024235986186575695
ltmp,4177622,16-019,St Crispin Reef (16-019),2020,6.34,0,0.06815832047715381,0.07060225078765267,0.06815832047715381,0.07060225078765267,-0.0024439303104988597
manta,4284675,22-088a,U/N Reef (22-088a),2020,4.86,0,0.01448165151640578,0.01698135776039654,0.01448165151640578,0.01698135776039654,-0.0024997062439907607
ltmp,4169249,14-116a,Lizard Island Reef (North West) (14-116a),2022,4.05,0,0.01168375215524743,0.01418850751679365,0.01168375215524743,0.01418850751679365,-0.002504755361546221
mmp,4148260,18-065,Havannah Reef (18-065),2017,8.71,0.03010230465002599,0.19867660991920305,0.2012172370978567,0.16857430526917705,0.1711149324478307,-0.002540627178653637
mmp,4167088,17-053,Stingaree Reefs (17-053),2017,7.390000000000001,0,0.11772949813783032,0.12032116584216616,0.11772949813783032,0.12032116584216616,-0.0025916677043358455
manta,4285517,14-116a,Lizard Island Reef (North West) (14-116a),2022,4.05,0.01322328943195571,0.03476620482890342,0.03737287388513614,0.02154291539694771,0.02414958445318043,-0.002606669056232719
mmp,4139918,20-028d,Hook Island Reef (No 4) (20-028d),2024,6.61,0,0.00426911894616338,0.0068891032518972,0.00426911894616338,0.0068891032518972,-0.00261998430573382
ltmp,4235330,18-075,John Brewer Reef (18-075),2024,5.79,0,0.01124111414774918,0.01386672861897765,0.01124111414774918,0.01386672861897765,-0.0026256144712284712
manta,4067143,21-060,U/N Reef (21-060),2022,3.47,0,0.00476059013409574,0.0074128892661467,0.00476059013409574,0.0074128892661467,-0.00265229913205096
manta,4066272,18-039,Dip Reef (18-039),2017,6.66,0,0.01013707985495401,0.01282181810090465,0.01013707985495401,0.01282181810090465,-0.002684738245950639
ltmp,4239584,18-032,Rib Reef (18-032),2024,6.7,0,0.00708811889830988,0.00978310710146213,0.00708811889830988,0.00978310710146213,-0.00269498820315225
manta,4067243,19-209,Rebe Reef (19-209),2020,7.1000000000000005,0,0.1265663794387255,0.1292704268873453,0.1265663794387255,0.1292704268873453,-0.002704047448619795
ltmp,4241128,11-016,McSweeney Reef (11-016),2022,6.72,0,0.00248348375245418,0.00521569522931987,0.00248348375245418,0.00521569522931987,-0.0027322114768656897
manta,4066793,18-086,Chicken Reef (18-086),2017,5.89,0,0.1547604659841726,0.1574938845628912,0.1547604659841726,0.1574938845628912,-0.002733418578718616
manta,4067445,16-064,Arlington Reef (16-064),2016,4.3500000000000005,0,0.06511360900111947,0.06793960438948798,0.06511360900111947,0.06793960438948798,-0.0028259953883685157
mmp,4141824,18-051,Pandora Reef (18-051),2017,8.52,0.0829244067853294,0.2626984541782501,0.2655288132340825,0.1797740473929207,0.1826044064487531,-0.0028303590558323988
ltmp,3753787,17-024,Peart Reef (17-024),2022,4.48,0,0.01053286828458253,0.01340903876910314,0.01053286828458253,0.01340903876910314,-0.00287617048452061
ltmp,4238628,21-305,East Cay Reef (21-305),2016,0,0.01788010689316469,0.01690218235906765,0.02174002626355693,9.779245340970424e-4,0.0038599193703922376,-0.002881994836295195
manta,4067241,19-209,Rebe Reef (19-209),2022,6.8500000000000005,0,0.03977428786711777,0.04273994529935492,0.03977428786711777,0.04273994529935492,-0.0029656574322371454
manta,4066116,18-034,Myrmidon Reef (18-034),2020,8.3,0,0.01365118598580288,0.01665888467408979,0.01365118598580288,0.01665888467408979,-0.0030076986882869097
manta,4206411,15-009,Forrester Reef (15-009),2022,3.74,0,0.05510373654206024,0.05814026245138056,0.05510373654206024,0.05814026245138056,-0.0030365259093203256
manta,4067796,20-287,Credlin Reefs (East) (20-287),2024,8.14,0,0.01588230706876841,0.01898223328000275,0.01588230706876841,0.01898223328000275,-0.003099926211234342
mmp,4148253,18-065,Havannah Reef (18-065),2024,6.92,0.00284240626175549,0.01799132004563,0.02110866162526568,0.01514891378387451,0.01826625536351019,-0.003117341579635679
ltmp,4236914,18-051,Pandora Reef (18-051),2020,8.97,0,0.00756839880967384,0.01080441338034299,0.00756839880967384,0.01080441338034299,-0.0032360145706691506
ltmp,4180542,21-588,Wade Reef (21-588),2024,9.33,0,0.0149924904316547,0.0182632880983733,0.0149924904316547,0.0182632880983733,-0.003270797666718601
manta,4049481,20-297,Creal Reef (20-297),2020,5.61,0,0.01333200559615988,0.01661163454136172,0.01333200559615988,0.01661163454136172,-0.00327962894520184
