programme_key,candidate,component,term,mean,sd,q025,q50,q975
ltmp,paper_history,occurrence,prop_acropora_pre_z,0.2198206943701486,0.2589798089732579,-0.2882187680751891,0.21986753373884987,0.7275934043703807
ltmp,paper_history,occurrence,observed_pre_cover_z,0.07090566527121152,0.20294795878490263,-0.32661145460464447,0.07070976462318164,0.4695815730263715
ltmp,paper_history,occurrence,dhw10_load4_z,0.016301992903372396,0.3565452682145736,-0.6829293542352068,0.01631261439995525,0.7154734341501147
ltmp,paper_history,occurrence,dhw_novelty10_z,0.5009837951909618,0.32174653904517864,-0.12990681922155767,0.500962445366266,1.1319949234572095
ltmp,paper_history,occurrence,secc3m_p10_z,-0.13147452856955735,0.17227392063135102,-0.470141473188888,-0.13123358748131084,0.20579552538253612
ltmp,paper_history,occurrence,cloudp_90_z,0.19063845786713146,0.26997658554704485,-0.3390738761690754,0.1907004898633955,0.7199960408772961
ltmp,paper_history,occurrence,dhw_events_since2016_n6_z,0.316614446368981,0.33718575122371025,-0.34487809709110334,0.31671598591872624,0.9775308168032966
ltmp,paper_history,occurrence,dhw_years_since_last_n6_capped8_z,0.28153555235716166,0.2774397735682973,-0.2634941512189696,0.2818754766768889,0.8246512084639095
ltmp,paper_history,occurrence,dhw_no_prior_n6,0.38961640772288164,0.37105658392640795,-0.33890800165973367,0.3899083182909207,1.1164732730062972
ltmp,paper_history,occurrence,dhw4_x_acropora,0.22133980707453016,0.22793464369237346,-0.22458229366889834,0.22095517036440987,0.6694582030561796
