event_year,site,lat,lon,discrepancy,logger_series,median_depth_m,position_rule
2020,Sand Bank No7,-13.4363,143.9722,-6.03,1,,shallow_preferred
2020,Seaforth Island,-20.4685,149.0389,2.016782735515747,1,,shallow_preferred
2020,Seal Rocks North,-23.9583,151.4849,2.838999863593152,1,,shallow_preferred
2020,Shute and Tancred Islands,-20.3009,148.7983,1.348653458250242,1,,shallow_preferred
2020,Small Lagoon Reef,-21.8678,152.5239,2.2234787121065374,1,,shallow_preferred
2020,Snake Reef,-22.0232,152.1928,-0.0755047190480606,1,,shallow_preferred
2020,Snapper Island North,-16.2924,145.4969,5.115966535074563,1,,shallow_preferred
2020,St Crispin Reef,-16.0733,145.8438,88.25537843400438,1,,shallow_preferred
2020,Taylor Reef,-17.8121,146.5703,0.3831780430515588,1,,shallow_preferred
2020,Tern Reef,-20.9023,150.0264,-1.0741594610218153,1,,shallow_preferred
2020,Thetford Reef,-16.7995,146.1951,1.1996534608867409,1,,shallow_preferred
2020,Tryon Island,-23.2457,151.7739,-3.263919477013788,1,,shallow_preferred
2020,Tuesday,-10.5519,142.3265,2.989141947783424,1,,shallow_preferred
2020,Turner Cay,-21.7031,152.5605,-1.2722601282566712,1,,all_available
2020,Tydeman Cay,-13.9715,144.5017,-5.401408447634655,2,2.6,shallow_preferred
2020,Warraber Island,-10.2007,142.8189,1.78781952851811,1,,all_available
2020,Willis Island,-16.28805,149.9634,-5.210242417599298,2,,shallow_preferred
2020,Woiz Reef,-10.1744,143.2264,1.1404435733747071,1,,shallow_preferred
2020,Yonge Reef,-14.57695,145.61415,-4.376788490280496,2,,shallow_preferred
2022,19-131 Reef,-19.7641,149.3786,-2.3785906080173893,1,,shallow_preferred
2022,19-159 Reef,-19.6628,149.9152,-4.44,1,,all_available
2022,21-062 Reef,-21.0266,150.8538,-1.045948682836028,1,,all_available
2022,21-139 Reef,-21.4552,151.4654,-0.4091454128263019,1,,shallow_preferred
2022,21-187 Reef,-21.4072,151.6414,-0.083471493881662,1,,shallow_preferred
2022,21-245 Reef,-21.2965,152.4465,-0.4454734262389186,1,,all_available
2022,21-296 Reef,-21.3283,152.5656,-1.4652746991282903,1,,all_available
2022,21-550 Reef,-21.9471,152.3069,-0.0034301923432069,1,,shallow_preferred
2022,Agincourt Reef Number 1,-16.0398,145.8652,-2.651844619931497,1,,shallow_preferred
2022,Aquila Island,-21.9611,149.5816,1.9098567453975277,1,,shallow_preferred
2022,Arlington Reef,-16.6461,146.1107,-0.5367593562922782,1,,all_available
2022,Barren Island,-23.1578,151.0707,-0.3208671857457266,1,,shallow_preferred
2022,Bedarra Island,-18.0094,146.148,1.133605519395835,1,,shallow_preferred
2022,Cattle Bay,-18.5691,146.4823,-1.4469747705416411,1,,shallow_preferred
2022,Chicken Reef,-18.6543,147.7143,-1.4657225110230736,1,,shallow_preferred
2022,Chinaman Reef,-21.9973,152.664,0.1627848857765562,1,,shallow_preferred
2022,Davies Reef,-18.8065,147.6688,-4.097198572006766,1,,shallow_preferred
2022,Daydream Island,-20.2557,148.8122,2.136293212639157,1,,shallow_preferred
2022,Dent Island,-20.345,148.9382,1.3304348506075487,1,,shallow_preferred
2022,Dip Reef,-18.3999,147.4519,-3.4808544735666334,1,,all_available
2022,Double Cone,-20.1046,148.7218,-1.340713240785889,1,,shallow_preferred
2022,Dugong Island,-10.518,143.0997,-3.104144143713349,1,,shallow_preferred
2022,Dunk Island,-17.9263,146.1461,2.6186019242209104,1,,shallow_preferred
2022,East Cay,-21.46965,152.56664999999998,-1.408171322422771,2,,all_available
2022,Erskine Island,-23.4993,151.7749,-0.1361484251800034,1,,shallow_preferred
2022,Farquharson Reef,-17.79,146.5315,4.046969595776141,1,,shallow_preferred
2022,Feather Reef,-17.519,146.3887,0.6317105884816945,1,,shallow_preferred
2022,Fitzroy Island,-16.9233,145.9963,2.65282077204235,1,,shallow_preferred
2022,Frankland Islands,-17.227,146.0904,-2.82,1,,shallow_preferred
2022,Gannet Cay Reef,-21.9784,152.4742,-0.1507100538374921,1,,shallow_preferred
2022,Geoffrey Bay,-19.1548,146.8685,5.061730904646273,1,,shallow_preferred
2022,"Green Island, Qld",-16.7755,145.9803,-0.4121544361777092,1,,all_available
2022,Havannah Island,-18.8472,146.5428,-7.62,1,,shallow_preferred
2022,Hayman Island,-20.0415,148.8819,0.494145963859558,1,,shallow_preferred
2022,Hedley Reef,-17.2235,146.4754,-1.657937384793584,1,,shallow_preferred
2022,Helix Reef,-18.6203,147.2958,-1.1398314146952075,1,,shallow_preferred
2022,Henderson Island,-21.4854,149.9096,-0.0543985601681202,1,,shallow_preferred
2022,Heron Island,-23.4384,151.9182,2.1808009517332927,1,,shallow_preferred
2022,High Island,-17.1622,146.007,-2.77,1,,shallow_preferred
2022,Hook Island,-20.1681,148.8871,0.2107336087404583,1,,shallow_preferred
2022,Horseshoe Reef,-22.0229,152.6192,0.0112034489833148,1,,all_available
2022,Humpy Island,-23.2162,150.9638,0.279434735430043,1,,shallow_preferred
2022,John Brewer,-18.619,147.0811,0.4930263576224289,1,,shallow_preferred
2022,Kelso Reef,-18.4448,146.9933,-1.0781514652946915,1,,shallow_preferred
2022,Knife Reef,-18.5711,147.5772,-3.2651574439186666,1,,all_available
2022,Lady Elliot Reef,-18.6798,146.3325,3.8833344612980607,1,,shallow_preferred
2022,Lady Musgrave,-23.8896,152.42,-0.47,1,,shallow_preferred
